state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
VT,,,state,3/25/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TN,,,state,3/23/2020,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MT,,,state,3/30/2020,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
KS,Johnson County,20091,county,3/24/2020,Shelter in Place,start,Johnson County Policy Start,wikidata,
NE,Garden,31069,county,3/30/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
FL,Sumter County,12119,county,3/31/2020,Shelter in Place,start,Sumter County Policy Start,wikidata,
TX,Panola County,48365,county,4/1/2020,Shelter in Place,start,Panola County Policy Start,wikidata,
KY,,,state,3/18/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
VT,,,state,3/18/2020,Day Care,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
GA,Decatur County,13087,county,3/25/2020,Shelter in Place,start,Decatur County Policy Start,wikidata,
NE,Wheeler,31183,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
ND,Grand Forks,38035,county,9/3/2020,Food and Drink,start,"Policy_Details: - Curbside pickup, takeout, and delivery options preferable.
- Dine-in service limited to 50% of normal seating capacity with extreme caution.
- Pre-screen and monitor employees for symptoms.
- No more than 10 people per table.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
CO,Arapahoe County,8005,county,3/26/2020,Shelter in Place,start,Arapahoe County Policy Start,wikidata,
NE,Thurston,31173,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MI,,,state,3/21/2020,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
TX,Brewster County,48043,county,3/31/2020,Shelter in Place,start,Brewster County Policy Start,wikidata,
AR,,,state,3/17/2020,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
VA,,,state,3/19/2020,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Sterling,48431,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ME,Sagadahoc,23023,county,7/8/2020,Mask Requirement,start,"Policy_Details: face coverings mandatory in retail stores over 50,000 sq. ft., eating establishments, bars, tasting rooms, and lodging accommodations   Source information: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf",sip_submission_form: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf,
ME,Penobscot,23019,county,6/1/2020,Non-Essential Businesses,start,"Policy_Details: retail in Penobscot County permitted to voluntarily reopen for indoor shopping  Phase Level: 2, Phase Details Source information: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27",sip_submission_form: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27,3
TX,Eastland,48133,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
KS,Atchison County,20005,county,3/25/2020,Shelter in Place,start,Atchison County Policy Start,wikidata,
NE,Banner,31007,county,3/30/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MS,,,state,5/7/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ID,Adams,16003,county,6/13/2020,Food and Drink,start,"Policy_Details: Physical distancing with table spacing and occupancy limit. Employ disinfection measures like cleaning high contact surfaces, no pre set tableware, and cleaning delivery vehicles. Monitor employ health. Maximize options that allow takeout and delivery. Establish hours for high risk patrons. Increase ventilation in restaurant setting.   Source information: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf,4
OH,Defiance,39039,county,7/23/2020,Public Health Advisory System,start,"Policy_Details: counties upgraded to Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
MO,Osage County,29151,county,4/3/2020,Shelter in Place,start,Osage County Policy Start,wikidata,
TX,Gray County,48179,county,4/2/2020,Shelter in Place,start,Gray County Policy Start,wikidata,
DE,Sussex,10005,county,7/3/2020,Food and Drink,start,"Policy_Details: Taprooms, brewpubs, and restaurants may not permit patrons to sit/stand at bar but may open bar to prepare drinks to be brought to diners seated at tables  Phase Level: 2, Phase Details Source information: https://governor.delaware.gov/health-soe/twenty-third-state-of-emergency/",sip_submission_form: https://governor.delaware.gov/health-soe/twenty-third-state-of-emergency/,
MS,,,state,4/3/2020,Shelter in Place,start,State Policy Start,wikidata,
KY,,,state,3/25/2020,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,Wayne,28153,county,7/13/2020,Childcare (K-12),start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
GA,Fulton,13121,county,4/1/2020,Personal Care,start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
TX,Hopkins County,48223,county,4/6/2020,Shelter in Place,start,Hopkins County Policy Start,wikidata,
ND,Cavalier,38019,county,9/3/2020,Food and Drink,start,"Policy_Details: - Operate under heightened hygiene and cleaning standards.
- Resume to normal capacity and operations.
- Monitor employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
WV,Berkeley County,54003,county,4/5/2020,Shelter in Place,start,Berkeley County Policy Start,wikidata,
ME,,,state,5/1/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ME,Androscoggin,23001,county,6/1/2020,Non-Essential Businesses,start,"Policy_Details: retail in Androscoggin County permitted to voluntarily reopen for indoor shopping Phase Level: 2, Phase Details Source information: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27",sip_submission_form: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27,3
ND,Morton,38059,county,9/3/2020,Childcare (K-12),start,"Policy_Details: - Enhanced cleaning and distancing protocols. 
- No symptomatic employees or children. 
- Congregate areas are closed. 
- Stagger arrival and drop off times. 
- Protocols for classroom/learning space occupancy that allow for separation among students and staff throughout the day to the maximum extent feasible
- Masks annd social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
MO,Jackson,29095,county,5/11/2020,Outdoor and Recreation,start,"Policy_Details: Barber/Salons: Open(with limitations), Venues: Closed, Gyms: Open (25/10% capacity), Retail: Open (25/10% capacity), Restaurants & Bars: Open (25/10% capacity)   Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
GA,Fulton,13121,county,4/1/2020,Childcare (K-12),start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
TX,Bowie County,48037,county,3/27/2020,Shelter in Place,start,Bowie County Policy Start,wikidata,
NE,Blaine,31009,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Haskell,48207,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
HI,,,state,3/25/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MI,,,state,3/10/2020,State of Emergency,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Dixon,31051,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WA,,,state,3/16/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
OH,Clermont,39025,county,7/10/2020,Mask Requirement,start,"Policy_Details: face coverings required in any indoor location that is not a residence; when outdoors and unable to consistently maintain a distance of 6 ft. from individuals who are not members of the same household; or while waiting for, riding, driving, or operating public transportation, taxi, private car service, or ride-sharing vehicle    Source information: https://coronavirus.ohio.gov/static/publicorders/Addendum-Facial-Coverings.pdf",sip_submission_form: https://coronavirus.ohio.gov/static/publicorders/Addendum-Facial-Coverings.pdf,
ME,Franklin,23007,county,5/11/2020,Non-Essential Businesses,start,"Policy_Details: Rural Reopening : all retail businesses open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
TX,Madison County,48313,county,3/30/2020,Shelter in Place,start,Madison County Policy Start,wikidata,
NE,Adams,31001,county,3/31/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
ID,Bear Lake,16007,county,6/13/2020,Non-Essential Businesses,start,Policy_Details: Maintain physical distancing of six feet between employees and workstations. Use disposable materials and supplies when feasible. Appointment only services. Do not serve symptomatic patrons. Limit occupancy to allow spacing. Make sure employees wear face coverings and gloves. Monitor employee health.    Source information: https://rebound.idaho.gov/wp-content/uploads/2020/05/stage2-protocols-close-contact-services.pdf,sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/2020/05/stage2-protocols-close-contact-services.pdf,4
TX,La Salle County,48283,county,4/6/2020,Shelter in Place,start,La Salle County Policy Start,wikidata,
IA,,,state,3/19/2020,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
WI,,,state,3/13/2020,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ND,Foster,38031,county,9/3/2020,Childcare (K-12),start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor children and employees for symptoms.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
HI,,,state,3/17/2020,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NE,Platte,31141,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
ME,Oxford,23017,county,5/18/2020,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
MS,Rankin,28121,county,7/13/2020,Entertainment,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NY,Bronx,36005,county,6/8/2020,Manufacturing,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://coronavirus.health.ny.gov/home",sip_submission_form: https://coronavirus.health.ny.gov/home,
NH,Strafford,33017,county,6/15/2020,Food and Drink,start,Policy_Details: restaurants open for indoor seated dining at 50% occupancy capacity    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,
OR,Grant,41023,county,6/5/2020,New Phase,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups. Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3
NE,Pawnee,31133,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
WI,,,state,3/18/2020,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
PA,,,state,3/20/2020,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
OH,Summit,39153,county,7/23/2020,Public Health Advisory System,start,"Policy_Details: individuals in counties downgraded to Orange Alert Level 2 must limit or avoid unnecessary visits to hospitals, nursing homes, and residential care facilities; decrease in-person interactions outside household; and avoid contact with anyone who is considered high-risk    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
AR,,,state,4/4/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
PA,Chester County,42029,county,3/23/2020,Shelter in Place,start,Chester County Policy Start,wikidata,
MO,St. Francois County,29187,county,4/3/2020,Shelter in Place,start,St. Francois County Policy Start,wikidata,
MI,,,state,4/26/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
TX,Delta,48119,county,7/3/2020,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
MN,,,state,3/27/2020,Shelter in Place,start,State Policy Start,wikidata,
TX,Kaufman County,48257,county,3/25/2020,Shelter in Place,start,Kaufman County Policy Start,wikidata,
NH,,,state,3/15/2020,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MO,Christian County,29043,county,3/26/2020,Shelter in Place,start,Christian County Policy Start,wikidata,
ME,,,state,5/1/2020,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NE,,,state,4/10/2020,Shelter in Place,start,State Policy Start,manual,
AK,Anchorage Municipality,2020,county,3/22/2020,Shelter in Place,start,Anchorage Municipality Policy Start,wikidata,
FL,,,state,5/11/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ME,Knox,23013,county,5/18/2020,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
UT,,,state,3/20/2020,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
OR,,,state,3/8/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MO,Jackson,29095,county,5/11/2020,Houses of Worship,start,"Policy_Details: Open 25/10% capacity Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
CA,Inyo County,6027,county,3/20/2020,Shelter in Place,start,Inyo County Policy Start,wikidata,
ND,Stark,38089,county,9/3/2020,Childcare (K-12),start,"Policy_Details: - Enhanced cleaning and distancing protocols. 
- No symptomatic employees or children. 
- Congregate areas are closed. 
- Stagger arrival and drop off times. 
- Protocols for classroom/learning space occupancy that allow for separation among students and staff throughout the day to the maximum extent feasible
- Masks annd social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NE,Lancaster,31109,county,9/14/2020,Food and Drink,start,"Policy_Details: Restricted to gathering limits, social distancing, and mask requirements. Patrons remain seated unless ordering, engaged in entertainment devices, or are utilizing restrooms. Dancing permitted at private events. Self-service food buffets allowed; operators shall provide hand sanitizer for patrons to use prior to using utensils; and the changing of utensils at least every 30-minutes.    Source information: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf",sip_submission_form: https://lincoln.ne.gov/city/covid19/pdf/directed-health-measures-2020-09.pdf,4
KS,Morris County,20127,county,3/25/2020,Shelter in Place,start,Morris County Policy Start,wikidata,
IA,,,state,3/25/2020,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
PA,Dauphin,42043,county,6/19/2020,Phase 2,start,"Policy_Details: Governor Wolf is moving Dauphin County to green phase  Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/gov-wolf-eight-more-counties-going-green-on-june-19/",sip_submission_form: https://www.governor.pa.gov/newsroom/gov-wolf-eight-more-counties-going-green-on-june-19/,
AZ,,,state,3/24/2020,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MS,Grenada,28043,county,7/13/2020,Day Care,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,,,state,3/15/2020,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,DeSoto,28033,county,7/13/2020,Houses of Worship,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NE,Otoe,31131,county,4/3/2020,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
GA,,,state,4/3/2020,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MN,,,state,7/24/2020,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MS,Grenada,28043,county,7/13/2020,Food and Drink,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Lamar,28073,county,8/3/2020,Phase 3,stop,"Policy_Details: Six additional counties were identified as hotspots within MS, adding the following counties to the county-specific executive order with tighter social distancing measures to help limit transmission (tighter restrictions than rest of state under ""phase"" 3, although phases not used to describe reopening in MS). 
Paragraph I of Executive Order 1509 is amended to add Calhoun, Holmes, Lamar, Montgomery, Winston and Yalobusha Counties. For these counties, the statewide Safe Return instituted in Executive Order 1492 as amended and extended by Executive Orders 1496, 1500, 1505, and 1508 shall remain in full force and effect as issued until 8:00 a.m. on Monday, August 3, 2020, subject to the additional limitations and restricts contained in Executive Order 1509.    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf,
CA,Santa Cruz County,6087,county,5/3/2020,Shelter in Place,stop,Santa Cruz County Policy End,wikidata,
NV,,,state,5/9/2020,Food and Drink,stop,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
GU,,,state,5/10/2020,Shelter in Place,stop,"PCOR2 (Phase 2) started at 8AM 5/10 - social distancing still mandated, gathering size still restricted etc. but ""essential activites"" language seems to be dropped. Checking in with SAS as they have this marked until 5/30 http://dphss.guam.gov/wp-content/uploads/2020/05/20.0508-GOV-to-SPEAKER-re-Executive-Order-No.-2020-14-Relative-to-Declaring-Pandemic-Condition-of-Readiness-PCOR-2.pdf",manual,
GA,,,state,4/27/2020,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MS,Grenada,28043,county,7/20/2020,Food and Drink,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
